Ticker,Date,Open,High,Low,Close,Adjusted_close,Volume
GOOGL,17/06/2022,2120.67,2173.99,2100.92,2142.87,107.1435,51376519
GOOGL,21/06/2022,2178.59,2249.785,2172,2230.88,111.544,47415799
GOOGL,22/06/2022,2211.13,2266.93,2207.647,2229.75,111.4875,30774140
GOOGL,23/06/2022,2244.63,2254.85,2210.01,2244.84,112.242,28361920
GOOGL,24/06/2022,2259.9,2361.58,2259.05,2359.5,117.975,41163679
GOOGL,27/06/2022,2365.46,2371.59,2303.594,2316.67,115.8335,36420759
GOOGL,28/06/2022,2316.05,2346.19,2236.96,2240.15,112.0075,35880960
GOOGL,29/06/2022,2231.04,2263.205,2217.45,2234.03,111.7015,24716820
GOOGL,30/06/2022,2200,2217.76,2135,2179.26,108.963,43169059
GOOGL,01/07/2022,2158.66,2185,2134.61,2174.75,108.7375,35475660
GOOGL,05/07/2022,2142.01,2267.535,2114.63,2265.26,113.263,39399639
GOOGL,06/07/2022,2266.04,2311.79,2229.52,2291.44,114.572,37431379
GOOGL,07/07/2022,2301.6,2383.79,2296.67,2375.66,118.783,40935879
GOOGL,08/07/2022,2345,2393.7,2338.025,2387.07,119.3535,38238159
GOOGL,11/07/2022,2359.96,2359.96,2306.61,2313.53,115.6765,31243700
GOOGL,12/07/2022,2324.3,2339.48,2273.804,2280.41,114.0205,29959700
GOOGL,13/07/2022,2234.02,2283.92,2224.03,2227.07,111.3535,43722019
GOOGL,14/07/2022,2204.21,2221.86,2167.46,2207.35,110.3675,37003039
GOOGL,15/07/2022,2240.01,2262.81,2218,2235.55,111.7775,46769119
GOOGL,18/07/2022,112.64,113.68,108.37,109.03,109.03,43164594
GOOGL,19/07/2022,110.85,114.02,109.56,113.81,113.81,36530953
GOOGL,20/07/2022,113.17,115.4,112.48,113.9,113.9,35600434
GOOGL,21/07/2022,114.28,114.55,111.1132,114.34,114.34,32676170
GOOGL,22/07/2022,111,112.34,106.5,107.9,107.9,48901180
GOOGL,25/07/2022,108.41,109.87,106.3,107.51,107.51,34690887
GOOGL,26/07/2022,106.6,107.2,104.07,105.02,105.02,47990961
GOOGL,27/07/2022,109.26,113.91,108.01,113.06,113.06,59858500
GOOGL,28/07/2022,112.37,114.34,111.46,114.22,114.22,32816570
GOOGL,29/07/2022,113.08,116.705,113.06,116.32,116.32,37223391
GOOGL,01/08/2022,115.3,116.72,114.34,114.86,114.86,26034289
GOOGL,02/08/2022,114,116.35,113.72,115.13,115.13,20236029
GOOGL,03/08/2022,115.71,118.62,115.48,118.08,118.08,28499010
GOOGL,04/08/2022,117.48,118.78,116.89,118.19,118.19,21602930
GOOGL,05/08/2022,116.23,118.1056,116,117.47,117.47,19159520
GOOGL,08/08/2022,118.39,120.15,116.88,117.3,117.3,19169480
GOOGL,09/08/2022,117.135,117.32,115.71,116.63,116.63,19086471
GOOGL,10/08/2022,118.78,120.92,118.41,119.7,119.7,30930350
GOOGL,11/08/2022,121.28,121.49,118.56,118.84,118.84,24293650
GOOGL,12/08/2022,120.26,121.68,119.46,121.68,121.68,19096270
GOOGL,15/08/2022,121.13,122.3,120.61,122.08,122.08,19494830
GOOGL,16/08/2022,121.52,122.43,120.64,121.7,121.7,19041230
GOOGL,17/08/2022,120.12,121.29,119.38,119.55,119.55,22846961
GOOGL,18/08/2022,119.43,120.82,118.72,120.17,120.17,17987660
GOOGL,19/08/2022,119.06,119.15,116.76,117.21,117.21,21809529
GOOGL,22/08/2022,115.2,115.63,113.85,114.24,114.24,21456650
GOOGL,23/08/2022,113.475,115.01,113.43,113.86,113.86,15870370
GOOGL,24/08/2022,113.5,114.78,112.8701,113.69,113.69,17734619
GOOGL,25/08/2022,114.235,116.72,114.11,116.65,116.65,16956789
GOOGL,26/08/2022,114.72,115.12,110.19,110.34,110.34,37245699
GOOGL,29/08/2022,109.99,110.95,108.8,109.42,109.42,21191160
GOOGL,30/08/2022,110.17,110.5,107.8,108.94,108.94,27513260
GOOGL,31/08/2022,110.65,110.85,108.13,108.22,108.22,28626971
GOOGL,01/09/2022,108.28,110.445,107.36,109.74,109.74,28360930
GOOGL,02/09/2022,110.59,110.74,107.26,107.85,107.85,24160711
GOOGL,06/09/2022,107.3,108.03,105.78,106.81,106.81,25068279
GOOGL,07/09/2022,107.06,109.98,106.9,109.45,109.45,23166971
GOOGL,08/09/2022,108.04,109.6,107.16,108.38,108.38,24238289
GOOGL,09/09/2022,109.065,110.99,109.02,110.65,110.65,23213590
GOOGL,12/09/2022,110.99,111.62,109.93,110.86,110.86,22966750
GOOGL,13/09/2022,107.8,108.3,104.09,104.32,104.32,38172871
GOOGL,14/09/2022,104.57,105.275,103.66,105,105,26395131
GOOGL,15/09/2022,104.03,105.27,102.35,102.91,102.91,34188281
GOOGL,16/09/2022,102.07,103.13,100.94,102.8,102.8,42797168
GOOGL,19/09/2022,101.75,103.33,101.55,103.07,103.07,23036811
GOOGL,20/09/2022,102.08,102.37,100.52,101.14,101.14,26517119
GOOGL,21/09/2022,101.67,102.88,99.27,99.28,99.28,31487270
GOOGL,22/09/2022,98.82,101.24,98.79,100.14,100.14,34298621
GOOGL,23/09/2022,99.63,99.66,97.47,98.74,98.74,31625439
GOOGL,26/09/2022,98.1,99.88,97.8,98.17,98.17,27072660
GOOGL,27/09/2022,99.43,100,96.872,97.5,97.5,30072779
GOOGL,28/09/2022,97.65,100.7,97.11,100.05,100.05,32466320
GOOGL,29/09/2022,98.64,98.64,95.96,97.42,97.42,31047221
GOOGL,30/09/2022,97.05,98.9,95.56,95.65,95.65,32941488
GOOGL,03/10/2022,96.76,99.2872,96.521,98.64,98.64,27982029
GOOGL,04/10/2022,100.44,101.84,100.38,101.64,101.64,28850770
GOOGL,05/10/2022,99.825,101.93,98.8,101.43,101.43,22176900
GOOGL,06/10/2022,100.68,102.9254,100.59,101.42,101.42,22323990
GOOGL,07/10/2022,99.85,100.53,98.295,98.68,98.68,27502770
GOOGL,10/10/2022,99,99.095,97.01,97.86,97.86,18225090
GOOGL,11/10/2022,97.43,99.245,96.31,97.18,97.18,26507100
GOOGL,12/10/2022,97.3,98.75,96.735,97.56,97.56,21876359
GOOGL,13/10/2022,95.15,99.775,94.3836,99.06,99.06,34574551
GOOGL,14/10/2022,99.99,100.69,96.37,96.56,96.56,25410670
GOOGL,17/10/2022,98.86,100.93,98.83,99.97,99.97,28419189
GOOGL,18/10/2022,103.13,103.47,99.97,100.77,100.77,24060670
GOOGL,19/10/2022,100.01,101.0183,98.9201,99.63,99.63,23811061
GOOGL,20/10/2022,100,102.32,99.39,99.97,99.97,25323199
GOOGL,21/10/2022,97.845,101.31,97.72,101.13,101.13,32458721
GOOGL,24/10/2022,101.8,102.75,99.98,102.52,102.52,27176420
GOOGL,25/10/2022,102.9,104.82,102.72,104.48,104.48,40611379
GOOGL,26/10/2022,96.43,98.31,94.69,94.93,94.93,88279039
GOOGL,27/10/2022,94.52,95.43,91.8,92.22,92.22,60710859
GOOGL,28/10/2022,92.27,96.55,92.13,96.29,96.29,43697289
GOOGL,31/10/2022,95.42,96.03,93.98,94.51,94.51,31675039
GOOGL,01/11/2022,95.45,96.03,90.37,90.47,90.47,47161352
GOOGL,02/11/2022,90.94,91.18,86.88,86.97,86.97,57038281
GOOGL,03/11/2022,86.32,86.52,83.34,83.43,83.43,61288020
GOOGL,04/11/2022,85.4,86.64,83.71,86.58,86.58,51124898
GOOGL,07/11/2022,87.28,88.9,86.85,88.49,88.49,34078910
GOOGL,08/11/2022,88.9,90.32,87.5901,88.9,88.9,30429029
GOOGL,09/11/2022,88.45,89.435,87.28,87.32,87.32,31769100
GOOGL,10/11/2022,92.25,94.39,91.61,93.94,93.94,51620141
GOOGL,11/11/2022,94.69,96.93,93.92,96.41,96.41,33090480
GOOGL,14/11/2022,95.09,96.79,94.51,95.7,95.7,30179539
GOOGL,15/11/2022,98.26,100.14,96.71,98.44,98.44,41640820
GOOGL,16/11/2022,97.9,99.6375,97.64,98.85,98.85,29105150
GOOGL,17/11/2022,96.97,99.28,96.79,98.36,98.36,26052600
GOOGL,18/11/2022,98.77,98.9,96.37,97.43,97.43,28342301
GOOGL,21/11/2022,97.29,98.4,95.355,95.6,95.6,21647391
GOOGL,22/11/2022,95.95,97.22,94.05,97.05,97.05,23438480
GOOGL,23/11/2022,97.09,98.76,97.09,98.46,98.46,18868090
GOOGL,25/11/2022,98.24,98.64,97.4,97.46,97.46,9701441
GOOGL,28/11/2022,97.036,97.58,95.61,96.05,96.05,26252430
GOOGL,29/11/2022,95.73,96.12,94.11,95.19,95.19,20061721
GOOGL,30/11/2022,94.82,101.04,94.42,100.99,100.99,43647480
GOOGL,01/12/2022,101.02,102.25,100.25,100.99,100.99,28687100
GOOGL,02/12/2022,99.05,100.77,98.9,100.44,100.44,21480699
GOOGL,05/12/2022,99.4,101.38,99,99.48,99.48,24405090
GOOGL,06/12/2022,99.3,99.78,96.42,96.98,96.98,24910660
GOOGL,07/12/2022,96.41,96.8811,94.715,94.94,94.94,31045449
GOOGL,08/12/2022,95.38,95.58,93.45,93.71,93.71,32213289
GOOGL,09/12/2022,93.77,94.26,92.75,92.83,92.83,28225449
GOOGL,12/12/2022,92.71,93.56,91.61,93.31,93.31,29009010
GOOGL,13/12/2022,97.76,99.53,95.03,95.63,95.63,40593660
GOOGL,14/12/2022,95.2,96.87,93.6,95.07,95.07,28733600
GOOGL,15/12/2022,93.13,93.64,90.01,90.86,90.86,40107031
GOOGL,16/12/2022,90.76,91.33,89.52,90.26,90.26,58011848
GOOGL,19/12/2022,90.255,90.56,88.21,88.44,88.44,29493029
GOOGL,20/12/2022,88.11,89.175,87.4401,89.02,89.02,23453840
GOOGL,21/12/2022,89.08,90.22,88.32,89.58,89.58,24745641
GOOGL,22/12/2022,88.16,88.54,86.32,87.76,87.76,27658289
GOOGL,23/12/2022,87.11,89.545,87.07,89.23,89.23,23003039
GOOGL,27/12/2022,88.795,88.94,87.01,87.39,87.39,20097350
GOOGL,28/12/2022,86.98,88.04,85.94,86.02,86.02,19523180
GOOGL,29/12/2022,86.62,88.845,86.61,88.45,88.45,23333539
GOOGL,30/12/2022,86.98,88.3,86.57,88.23,88.23,23986301
MSFT,03/01/2022,335.35,338,329.78,334.75,328.7277,28918010
MSFT,04/01/2022,334.83,335.2,326.12,329.01,323.0909,32674311
MSFT,05/01/2022,325.86,326.07,315.98,316.38,310.6881,40054328
MSFT,06/01/2022,313.15,318.7,311.49,313.88,308.2331,39646152
MSFT,07/01/2022,314.15,316.5,310.09,314.04,308.3902,32720020
MSFT,10/01/2022,309.485,314.72,304.69,314.27,308.6161,44289473
MSFT,11/01/2022,313.38,316.61,309.89,314.98,309.3133,29386770
MSFT,12/01/2022,319.67,323.41,317.08,318.27,312.5441,34372219
MSFT,13/01/2022,320.466,320.88,304,304.8,299.3165,45365980
MSFT,14/01/2022,304.25,310.82,303.75,310.2,304.6193,39846406
MSFT,18/01/2022,304.07,309.8,301.74,302.65,297.2052,42434113
MSFT,19/01/2022,306.29,313.9093,302.7,303.33,297.8729,45933859
MSFT,20/01/2022,309.07,311.6494,301.14,301.6,296.174,35380680
MSFT,21/01/2022,302.685,304.11,295.61,296.03,290.7043,57984398
MSFT,24/01/2022,292.2,297.11,276.05,296.37,291.0381,86035391
MSFT,25/01/2022,291.52,294.99,285.17,288.49,283.2999,72848641
MSFT,26/01/2022,307.985,308.5,293.03,296.71,291.372,90428852
MSFT,27/01/2022,302.66,307.3,297.93,299.84,294.4457,53481320
MSFT,28/01/2022,300.23,308.48,294.45,308.26,302.7142,49743699
MSFT,31/01/2022,308.95,312.38,306.37,310.98,305.3853,46444539
MSFT,01/02/2022,310.41,310.63,305.1293,308.76,303.2052,40950398
MSFT,02/02/2022,309.63,315.12,308.88,313.46,307.8207,36635992
MSFT,03/02/2022,309.49,311.23,299.96,301.25,295.8303,43729969
MSFT,04/02/2022,300.21,308.8,299.97,305.94,300.436,35096488
MSFT,07/02/2022,306.17,307.84,299.9,300.95,295.5357,28533289
MSFT,08/02/2022,301.25,305.561,299.95,304.56,299.0808,32421189
MSFT,09/02/2022,309.865,311.93,307.39,311.21,305.6112,31284670
MSFT,10/02/2022,304.04,309.12,300.7,302.38,296.94,45386199
MSFT,11/02/2022,303.19,304.29,294.22,295.04,289.7321,39175621
MSFT,14/02/2022,293.77,296.76,291.35,295,289.6928,36359488
MSFT,15/02/2022,300.008,300.8,297.02,300.47,295.0644,27379490
MSFT,16/02/2022,298.365,300.87,293.68,299.5,294.72,29982119
MSFT,17/02/2022,296.36,296.8,290,290.73,286.0899,32461580
MSFT,18/02/2022,293.05,293.86,286.305,287.93,283.3346,34264008
MSFT,22/02/2022,285,291.54,284.5,287.72,283.128,41736121
MSFT,23/02/2022,290.18,291.7,280.1,280.27,275.7969,37811168
MSFT,24/02/2022,272.51,295.16,271.52,294.59,289.8883,56989688
MSFT,25/02/2022,295.14,297.63,291.655,297.31,292.5649,32546721
MSFT,28/02/2022,294.31,299.14,293,298.79,294.0213,34627461
MSFT,01/03/2022,296.4,299.97,292.15,294.95,290.2426,31217779
MSFT,02/03/2022,295.36,301.47,293.698,300.19,295.399,31873010
MSFT,03/03/2022,302.89,303.13,294.05,295.92,291.1971,27314471
MSFT,04/03/2022,294.29,295.66,287.165,289.86,285.2338,32369660
MSFT,07/03/2022,288.53,289.69,278.53,278.91,274.4586,43157180
MSFT,08/03/2022,277.8,283.96,270,275.85,271.4474,48159480
MSFT,09/03/2022,283.44,289.6,280.78,288.5,283.8955,35204480
MSFT,10/03/2022,283.02,286.6,280.58,285.59,281.032,30628010
MSFT,11/03/2022,287.96,289.51,279.43,280.07,275.6001,27209330
MSFT,14/03/2022,280.34,285.3992,275.82,276.44,272.028,30660750
MSFT,15/03/2022,280.35,287.82,278.725,287.15,282.5671,34245090
MSFT,16/03/2022,289.11,294.57,283.2,294.39,289.6915,37826328
MSFT,17/03/2022,293.29,295.61,289.37,295.22,290.5083,30816631
MSFT,18/03/2022,295.37,301,292.73,300.43,295.6351,43390633
MSFT,21/03/2022,298.89,300.14,294.9,299.16,294.3854,28351250
MSFT,22/03/2022,299.8,305,298.77,304.06,299.2072,27599689
MSFT,23/03/2022,300.51,303.23,297.7201,299.49,294.7101,25715381
MSFT,24/03/2022,299.14,304.2,298.315,304.1,299.2465,24484461
MSFT,25/03/2022,305.23,305.5,299.2855,303.68,298.8333,22566449
MSFT,28/03/2022,304.33,310.8,304.33,310.7,305.7412,29578189
MSFT,29/03/2022,313.91,315.82,309.05,315.41,310.376,30393400
MSFT,30/03/2022,313.76,315.95,311.58,313.86,308.8508,28163561
MSFT,31/03/2022,313.9,315.14,307.89,308.31,303.3894,33422070
MSFT,01/04/2022,309.37,310.13,305.54,309.42,304.4816,27110529
MSFT,04/04/2022,310.09,315.11,309.71,314.97,309.9431,24335869
MSFT,05/04/2022,313.27,314.865,309.87,310.88,305.9183,23156721
MSFT,06/04/2022,305.19,307,296.71,299.5,294.72,40110367
MSFT,07/04/2022,296.66,303.65,296.35,301.37,296.5601,31411160
MSFT,08/04/2022,300.44,301.12,296.28,296.97,292.2303,24361920
MSFT,11/04/2022,291.79,292.61,285,285.26,280.7072,34569262
MSFT,12/04/2022,289.235,290.739,280.49,282.06,277.5583,30966721
MSFT,13/04/2022,282.73,288.58,281.3,287.62,283.0296,21907180
MSFT,14/04/2022,288.09,288.305,279.32,279.83,275.3639,28221609
MSFT,18/04/2022,278.91,282.46,278.34,280.52,276.0429,20778000
MSFT,19/04/2022,279.38,286.17,278.41,285.3,280.7466,22297721
MSFT,20/04/2022,289.4,289.7,285.3702,286.36,281.7897,22906670
MSFT,21/04/2022,288.58,293.3,280.06,280.81,276.3283,29454590
MSFT,22/04/2022,281.68,283.2,273.38,274.03,269.6565,29405801
MSFT,25/04/2022,273.29,281.11,270.77,280.72,276.2397,35678848
MSFT,26/04/2022,277.5,278.3599,270,270.22,265.9073,46518449
MSFT,27/04/2022,282.1,290.97,279.16,283.22,278.6998,63477688
MSFT,28/04/2022,285.185,290.98,281.4562,289.63,285.0075,33646566
MSFT,29/04/2022,288.61,289.88,276.5,277.52,273.0908,37073922
MSFT,02/05/2022,277.71,284.94,276.22,284.47,279.9298,35151113
MSFT,03/05/2022,283.96,284.13,280.15,281.78,277.2828,25978609
MSFT,04/05/2022,282.59,290.88,276.73,289.98,285.3519,33599320
MSFT,05/05/2022,285.54,286.35,274.34,277.35,272.9235,43260391
MSFT,06/05/2022,274.805,279.25,271.27,274.73,270.3453,37780320
MSFT,09/05/2022,270.06,272.36,263.32,264.58,260.3573,47725953
MSFT,10/05/2022,271.69,273.75,265.07,269.5,265.1988,39336422
MSFT,11/05/2022,265.68,271.36,259.3,260.55,256.3916,48975898
MSFT,12/05/2022,257.69,259.88,250.02,255.35,251.2746,51033801
MSFT,13/05/2022,257.35,263.04,255.35,261.12,256.9525,34925090
MSFT,16/05/2022,259.955,265.82,255.78,261.5,257.3264,32550930
MSFT,17/05/2022,266.11,268.33,262.46,266.82,262.5615,28828801
MSFT,18/05/2022,263,263.6,252.77,254.08,250.6072,31355990
MSFT,19/05/2022,253.9,257.67,251.88,253.14,249.68,32692289
MSFT,20/05/2022,257.24,258.54,246.44,252.56,249.108,39199281
MSFT,23/05/2022,255.49,261.5,253.43,260.65,257.0874,33175379
MSFT,24/05/2022,257.89,261.33,253.5,259.62,256.0715,29043900
MSFT,25/05/2022,258.14,264.58,257.125,262.52,258.9318,28547949
MSFT,26/05/2022,262.27,267.11,261.4294,265.9,262.2656,25002109
MSFT,27/05/2022,268.48,273.34,267.56,273.24,269.5053,26910811
MSFT,31/05/2022,272.53,274.77,268.93,271.87,268.154,37827699
MSFT,01/06/2022,275.195,277.69,270.04,272.42,268.6965,25292170
MSFT,02/06/2022,264.45,274.65,261.6,274.58,270.827,44008207
MSFT,03/06/2022,270.31,273.45,268.41,270.02,266.3293,28058961
MSFT,06/06/2022,272.06,274.18,267.22,268.75,265.0767,22400340
MSFT,07/06/2022,266.635,273.13,265.94,272.5,268.7754,22860680
MSFT,08/06/2022,271.71,273,269.61,270.41,266.714,17372340
MSFT,09/06/2022,267.78,272.7081,264.63,264.79,261.1708,26439730
MSFT,10/06/2022,260.58,260.58,252.53,252.99,249.5321,31445840
MSFT,13/06/2022,245.11,249.0242,241.53,242.26,238.9488,46135793
MSFT,14/06/2022,243.86,245.74,241.51,244.49,241.1483,28651490
MSFT,15/06/2022,248.31,255.3,246.42,251.76,248.3189,33111730
MSFT,16/06/2022,245.98,247.4174,243.02,244.97,241.6217,33169160
MSFT,17/06/2022,244.7,250.5,244.03,247.65,244.2651,43084781
MSFT,21/06/2022,250.255,254.75,249.51,253.74,250.2718,29928301
MSFT,22/06/2022,251.89,257.17,250.37,253.13,249.6702,25961221
MSFT,23/06/2022,255.57,259.37,253.63,258.86,255.3219,25861449
MSFT,24/06/2022,261.808,267.98,261.72,267.7,264.041,33923230
MSFT,27/06/2022,268.205,268.3,263.28,264.89,261.2694,24615109
MSFT,28/06/2022,263.98,266.91,256.32,256.48,252.9744,27380250
MSFT,29/06/2022,257.59,261.97,255.76,260.26,256.7027,20069840
MSFT,30/06/2022,257.05,259.53,252.9,256.83,253.3196,31730869
MSFT,01/07/2022,256.39,259.77,254.61,259.58,256.032,22837689
MSFT,05/07/2022,256.16,262.98,254.74,262.85,259.2573,22971631
MSFT,06/07/2022,263.75,267.99,262.4,266.21,262.5714,23824420
MSFT,07/07/2022,265.12,269.055,265.02,268.4,264.7315,20859869
MSFT,08/07/2022,264.79,268.1,263.285,267.66,264.0016,19658750
MSFT,11/07/2022,265.65,266.53,262.18,264.51,260.8946,19519109
MSFT,12/07/2022,265.88,265.94,252.04,253.67,250.2028,35868449
MSFT,13/07/2022,250.19,253.55,248.11,252.72,249.2658,29497420
MSFT,14/07/2022,250.57,255.1374,245.94,254.08,250.6072,25102820
MSFT,15/07/2022,255.72,260.3699,254.7727,256.72,253.2111,29774051
MSFT,18/07/2022,259.75,260.84,253.3,254.25,250.7749,20975029
MSFT,19/07/2022,257.575,259.72,253.68,259.53,255.9827,25012561
MSFT,20/07/2022,259.9,264.87,258.91,262.27,258.6853,22788279
MSFT,21/07/2022,259.79,264.89,257.03,264.84,261.2201,22404680
MSFT,22/07/2022,265.24,265.33,259.07,260.36,256.8014,21881289
MSFT,25/07/2022,260.995,261.5,256.81,258.83,255.2923,21056000
MSFT,26/07/2022,259.86,259.88,249.57,251.9,248.457,39347961
MSFT,27/07/2022,261.16,270.05,258.85,268.74,265.0668,45994047
MSFT,28/07/2022,269.75,277.84,267.87,276.41,272.632,33459328
MSFT,29/07/2022,277.7,282,276.63,280.74,276.9028,32152750
MSFT,01/08/2022,277.82,281.28,275.84,278.01,274.2101,21539580
MSFT,02/08/2022,276,277.89,272.38,274.82,271.0637,22754180
MSFT,03/08/2022,276.76,283.5,276.61,282.47,278.6092,23518869
MSFT,04/08/2022,281.8,283.8,280.1677,283.65,279.773,18098670
MSFT,05/08/2022,279.15,283.65,278.68,282.91,279.0431,16774609
MSFT,08/08/2022,284.05,285.92,279.32,280.32,276.4885,18757820
MSFT,09/08/2022,279.64,283.08,277.61,282.3,278.4415,23405240
MSFT,10/08/2022,288.17,289.81,286.94,289.16,285.2077,24687850
MSFT,11/08/2022,290.85,291.21,286.51,287.02,283.097,20065939
MSFT,12/08/2022,288.48,291.91,286.94,291.91,287.9201,22619680
MSFT,15/08/2022,291,294.18,290.11,293.47,289.4588,18085650
MSFT,16/08/2022,291.99,294.04,290.42,292.71,288.7092,18102881
MSFT,17/08/2022,289.74,293.35,289.47,291.32,287.9481,18253359
MSFT,18/08/2022,290.189,291.91,289.08,290.17,286.8114,17186189
MSFT,19/08/2022,288.9,289.25,285.56,286.15,282.8379,20570029
MSFT,22/08/2022,282.08,282.46,277.22,277.75,274.5352,25061070
MSFT,23/08/2022,276.44,278.86,275.4,276.44,273.2403,17527410
MSFT,24/08/2022,275.41,277.23,275.11,275.79,272.5979,18137020
MSFT,25/08/2022,277.33,279.02,274.52,278.85,275.6224,16583410
MSFT,26/08/2022,279.08,280.34,267.98,268.09,264.987,27549311
MSFT,29/08/2022,265.85,267.4,263.85,265.23,262.1601,20338539
MSFT,30/08/2022,266.67,267.05,260.66,262.97,259.9262,22767070
MSFT,31/08/2022,265.39,267.11,261.33,261.47,258.4436,24791830
MSFT,01/09/2022,258.87,260.89,255.41,260.4,257.386,23263430
MSFT,02/09/2022,261.695,264.74,254.47,256.06,253.0962,22855381
MSFT,06/09/2022,256.2,257.83,251.94,253.25,250.3188,21328240
MSFT,07/09/2022,254.7,258.83,253.22,258.09,255.1027,24126699
MSFT,08/09/2022,257.51,260.43,254.79,258.52,255.5278,20319910
MSFT,09/09/2022,260.5,265.23,260.29,264.46,261.399,22093189
MSFT,12/09/2022,265.78,267.45,265.16,266.65,263.5637,18747689
MSFT,13/09/2022,258.84,260.4,251.59,251.99,249.0733,33353320
MSFT,14/09/2022,253.53,254.23,249.86,252.22,249.3007,23912949
MSFT,15/09/2022,249.77,251.4,244.02,245.38,242.5398,31530949
MSFT,16/09/2022,244.26,245.3,242.0627,244.74,241.9073,39791770
MSFT,19/09/2022,242.465,245.14,240.85,244.52,241.6898,26826930
MSFT,20/09/2022,242.065,243.51,239.64,242.45,239.6438,26660301
MSFT,21/09/2022,244.27,247.66,238.9,238.95,236.1843,28625561
MSFT,22/09/2022,237.87,243.86,237.57,240.98,238.1908,31061160
MSFT,23/09/2022,239.54,241.13,235.2,237.92,235.1662,34176047
MSFT,26/09/2022,237.045,241.45,236.9,237.45,234.7016,27694189
MSFT,27/09/2022,239.98,241.8,234.5,236.41,233.6737,27018730
MSFT,28/09/2022,236.81,242.33,234.73,241.07,238.2797,29029680
MSFT,29/09/2022,238.89,239.95,234.41,237.5,234.7511,27484230
MSFT,30/09/2022,238.29,240.54,232.73,232.9,230.2043,35694832
MSFT,03/10/2022,235.41,241.61,234.66,240.74,237.9535,28880359
MSFT,04/10/2022,245.09,250.36,244.975,248.88,245.9993,34888422
MSFT,05/10/2022,245.99,250.58,244.1,249.2,246.3156,20347141
MSFT,06/10/2022,247.93,250.34,246.08,246.79,243.9335,20239891
MSFT,07/10/2022,240.902,241.32,233.17,234.24,231.5288,37769602
MSFT,10/10/2022,233.05,234.559,226.73,229.25,226.5965,29743609
MSFT,11/10/2022,227.62,229.06,224.11,225.41,222.801,30473949
MSFT,12/10/2022,225.4,227.86,223.96,225.75,223.1371,21903939
MSFT,13/10/2022,219.85,236.1,219.13,234.24,231.5288,42551820
MSFT,14/10/2022,235.54,237.24,228.34,228.56,225.9145,30198590
MSFT,17/10/2022,235.82,238.96,235.135,237.53,234.7807,28142270
MSFT,18/10/2022,243.24,243.93,235.37,238.5,235.7395,26329590
MSFT,19/10/2022,237.04,239.61,234.29,236.48,233.7429,19985699
MSFT,20/10/2022,235.77,241.31,234.87,236.15,233.4167,21811020
MSFT,21/10/2022,234.74,243,234.5,242.12,239.3176,26299730
MSFT,24/10/2022,243.76,247.84,241.295,247.25,244.3882,24911211
MSFT,25/10/2022,247.26,251.04,245.83,250.66,247.7587,34775512
MSFT,26/10/2022,231.17,238.3,230.06,231.32,228.6426,82684852
MSFT,27/10/2022,231.04,233.69,225.78,226.75,224.1255,40424648
MSFT,28/10/2022,226.24,236.6,226.05,235.87,233.1399,40647719
MSFT,31/10/2022,233.76,234.92,231.15,232.13,229.4432,28357270
MSFT,01/11/2022,234.6,235.74,227.325,228.17,225.529,30592270
MSFT,02/11/2022,229.46,231.3,220.04,220.1,217.5524,38407008
MSFT,03/11/2022,220.09,220.41,213.98,214.25,211.7702,36633922
MSFT,04/11/2022,217.55,221.59,213.431,221.39,218.8275,36789059
MSFT,07/11/2022,221.99,228.41,221.28,227.87,225.2325,33497980
MSFT,08/11/2022,228.7,231.65,225.84,228.87,226.2209,28192551
MSFT,09/11/2022,227.37,228.6327,224.33,224.51,221.9114,27852910
MSFT,10/11/2022,235.43,243.33,235,242.98,240.1676,46268020
MSFT,11/11/2022,242.99,247.99,241.93,247.11,244.2498,34620246
MSFT,14/11/2022,241.985,243.91,239.21,241.55,238.7542,31123340
MSFT,15/11/2022,245.66,247,240.03,241.97,239.1693,31390119
MSFT,16/11/2022,242.79,243.8,240.42,241.73,239.6054,24093270
MSFT,17/11/2022,237.78,243.25,237.63,241.68,239.5559,23123539
MSFT,18/11/2022,243.51,243.74,239.03,241.22,239.0999,27613520
MSFT,21/11/2022,241.43,244.67,241.19,242.05,239.9226,26394699
MSFT,22/11/2022,243.59,245.31,240.71,245.03,242.8764,19665699
MSFT,23/11/2022,245.105,248.28,244.27,247.58,245.404,19508461
MSFT,25/11/2022,247.31,248.7,246.73,247.49,245.3148,9200772
MSFT,28/11/2022,246.08,246.65,240.8,241.76,239.6352,24810270
MSFT,29/11/2022,241.4,242.79,238.21,240.33,238.2177,17956311
MSFT,30/11/2022,240.57,255.33,239.86,255.14,252.8976,47594238
MSFT,01/12/2022,253.87,256.12,250.9156,254.69,252.4515,26041520
MSFT,02/12/2022,249.82,256.06,249.69,255.02,252.7786,21528520
MSFT,05/12/2022,252.01,253.819,248.06,250.2,248.001,23435289
MSFT,06/12/2022,250.82,251.86,243.78,245.12,242.9657,22463730
MSFT,07/12/2022,244.83,246.16,242.205,244.37,242.2222,20481520
MSFT,08/12/2022,244.84,248.74,243.06,247.4,245.2256,22611760
MSFT,09/12/2022,244.695,248.31,244.16,245.42,243.263,20609740
MSFT,12/12/2022,247.445,252.54,247.17,252.51,250.2907,30665070
MSFT,13/12/2022,261.69,263.915,253.07,256.92,254.6619,42196879
MSFT,14/12/2022,257.13,262.588,254.31,257.22,254.9593,35410930
MSFT,15/12/2022,253.72,254.2,247.34,249.01,246.8215,35568090
